,sub_start,sub_end,lag,Wald,cv10,cv5,cv1,ratio_5pct
64,65,85,3,8.344804118244825,7.981681179139596,10.850747957367908,51.70533780952549,0.7690533547577715
65,66,86,2,20.014924461495287,4.373846446390438,9.103778298863078,19.981699652337824,2.1985294242056446
66,67,87,1,0.0034480648036414947,0.6007460019661592,0.8525940276953656,11.53354137827622,0.004044204734769147
67,68,88,2,5.258027149130673,5.7017819761662185,7.7864505016303625,15.878072310806203,0.6752790823019711
68,69,89,2,3.9037194517331377,4.7045755006859995,8.42355700929635,21.39936745893979,0.4634288635341271
69,70,90,2,4.143637869432595,5.250961281567124,7.960637062310426,21.222613798996278,0.5205158628636163
70,71,91,2,3.078423988078168,6.54201654944953,10.438231764117965,20.793418272395634,0.29491814874818467
71,72,92,2,3.264362011369645,6.236365639356478,9.588032655261438,18.650403870737115,0.34046212906652173
72,73,93,2,3.1867095441546156,4.930487293438881,8.72754524008557,15.971772202351712,0.3651324005194582
73,74,94,1,0.0347924734045656,1.2544818049440636,1.4760784601536099,2.890081793372758,0.02357088348877124
74,75,95,1,0.02289302908314052,1.702225658675719,2.2411542104514526,8.976730450141373,0.010214838843476553
75,76,96,1,0.03552981234060069,0.833816282829948,1.3098532716846245,3.0718850897683767,0.027125032328930394
76,77,97,1,0.016130993992930606,0.6748959034713211,1.0056447561565875,2.343630106801522,0.016040449566485752
77,78,98,1,0.0010784143978410088,0.958080419197872,1.617448809429536,5.040346653238462,0.0006667378847194297
78,79,99,1,0.00020332861746261675,1.0728684917046427,1.4427168569493327,4.855661918059564,0.00014093452674599028
79,80,100,3,1.9629005105192112,8.735515977072316,11.336316225908348,55.640633644231784,0.17315153100908928
80,81,101,2,2.142503885928733,3.6201894240064623,5.366757485914576,17.308897852900728,0.3992175706750085
81,82,102,2,0.3935878690944766,7.276922545645492,11.915136997120252,19.678609329087628,0.03303259284300316
82,83,103,1,0.710335421457109,2.1836651341664934,3.725513706735427,8.156122480972801,0.1906677782913213
83,84,104,1,0.5222829745405604,2.6154346032630187,4.623433535662208,8.19437864028679,0.11296430899503662
84,85,105,1,0.6972639432948535,1.8079644334587026,2.1259751260659163,4.838292046690661,0.32797370709841256
85,86,106,1,0.3416486880244456,1.4175181422983147,1.7341404436580417,4.895982726788096,0.19701327494776769
86,87,107,1,0.20645398695292633,1.5301787340839192,2.0594450250713523,3.2259308476396793,0.10024738919446197
87,88,108,1,0.09918760335737693,1.2675146782545723,1.9561882038422542,6.225185241369848,0.05070452994377394
88,89,109,1,0.11088071848423943,0.7680516063916795,1.2565208413840212,2.280380667067307,0.08824423346779313
89,90,110,3,1.3287286439905148,4.607857844718554,8.813388780209095,22.634841451640245,0.15076251339033644
90,91,111,2,1.8290616177564276,3.140644062324019,5.040003313100061,7.1744528868777095,0.3629088125800037
91,92,112,1,0.1021258231211544,1.3801448291098715,1.7308195608769295,3.747284044626193,0.0590043153137302
92,93,113,3,0.7690880584698876,6.580704037740575,9.323198328954021,24.998450992059084,0.0824918693493215
93,94,114,1,0.1461993088718754,1.285063237573154,1.7371666082721604,2.815171130687718,0.0841596356824345
94,95,115,1,0.014814289018560212,0.9280203992393574,1.356273785987772,4.070754414632009,0.010922786513764984
95,96,116,1,0.012019612590129706,0.8050678640964949,1.2604695701087865,7.691646918611981,0.009535821312284705
96,97,117,1,0.015849852941583618,0.5553445341155472,0.9854482147406289,1.6992055970676754,0.01608390243596445
97,98,118,3,4.438336476959086,7.746841743553366,16.12194399776804,39.625226210590476,0.27529784730511037
98,99,119,2,0.44682664289824237,5.5703526802317835,6.818356644210638,13.727340121330448,0.06553289395291988
